Run,Success,Crashed,RMSE_X,RMSE_Y,RMSE_Z,RMSE_Vx,RMSE_Vy,RMSE_Vz,RMSE_Phi,RMSE_Theta,RMSE_Psi,RMSE_p,RMSE_q,RMSE_r
68,1,0,0.000173702433510993,0.0284977570975809,2.62639999757393e-05,5.06699171678217e-13,1.68346972520607e-14,3.30422646541741e-14,0.00138884969899888,1.36119403065349e-05,2.56635435113069e-16,2.53022208463185e-12,9.97909583750071e-15,3.87920178662389e-14
69,1,0,0.000173702433594223,0.0284977570975966,2.62640000361362e-05,3.99125245679702e-13,9.1180175212266e-15,3.27490616813127e-14,0.00138884969899972,1.36119403049096e-05,2.56885969412739e-16,2.52896542272765e-12,7.9228099354829e-15,3.87726428378841e-14
70,1,0,0.000173702431752856,0.0284977570975051,2.62639999757393e-05,2.7839805462185e-12,1.41384397693187e-13,3.29696262606831e-14,0.00138884969900092,1.36119403409017e-05,2.57210164439124e-16,2.52987185953148e-12,5.44274372815437e-14,3.8787128962431e-14
71,1,0,0.000173702435244266,0.0284977570976025,2.62640000361362e-05,1.73805018469853e-12,1.87051034218224e-14,3.27297147754655e-14,0.00138884969899831,1.36119402726556e-05,2.56951469274358e-16,2.52945754529807e-12,3.39980597980702e-14,3.87808062794203e-14
72,1,0,0.000173702431490005,0.0284977570975997,2.62640000361362e-05,3.12382116727494e-12,1.41360763656188e-14,3.27687601177788e-14,0.00138884969899838,1.36119403460391e-05,2.57515873551902e-16,2.52973137576291e-12,6.10765635777954e-14,3.87837765608166e-14
73,1,0,0.000173702434295693,0.028497757097585,2.62639999757393e-05,5.09462897321917e-13,1.00998628507557e-14,3.30519663729969e-14,0.00138884969899878,1.3611940291197e-05,2.5637811006505e-16,2.52706606336259e-12,1.00371285030097e-14,3.87440011799549e-14
74,1,0,0.000173702434529124,0.0284977570975665,2.62639999757393e-05,8.11845713061743e-13,4.04291722021238e-14,3.303013627616e-14,0.00138884969899927,1.36119402866342e-05,2.56560690571403e-16,2.52819468963739e-12,1.59138388782937e-14,3.87619755760051e-14
75,1,0,0.000173702433176662,0.0284977570975985,2.62640000361362e-05,9.39718985477457e-13,1.22418925601817e-14,3.27513361423584e-14,0.00138884969899967,1.36119403130719e-05,2.57307613601026e-16,2.53150630847812e-12,1.84274695913195e-14,3.88111555498358e-14
76,1,0,0.000173702435475898,0.0284977570975792,2.62639999757393e-05,2.03819975721074e-12,1.9573633557252e-14,3.30519028933355e-14,0.00138884969899892,1.36119402681275e-05,2.5750615334894e-16,2.53318657753773e-12,3.98589799031276e-14,3.88387442892264e-14
77,1,0,0.000173702430177648,0.0284977570975928,2.62639999757393e-05,4.82436014043753e-12,2.96529503935002e-15,3.30271005985394e-14,0.00138884969899856,1.3611940371694e-05,2.58841993671345e-16,2.5297790344904e-12,9.43208412196122e-14,3.87846366995178e-14
78,1,0,0.000173702430546376,0.0284977570975666,2.62639999757393e-05,4.3464707883166e-12,4.03905201850585e-14,3.30115551968415e-14,0.00138884969899926,1.36119403644856e-05,2.57935542236945e-16,2.52704322182258e-12,8.49682308846768e-14,3.87413396077542e-14
